1334	Are you freaking kidding me?!	136	Willst du mich verdammt nochmal auf den Arm nehmen?!
1335	That's the stupidest thing I've ever said.	137	Das ist das Dümmste, was ich je gesagt habe.
1336	I don't want to be lame; I want to be cool!!	138	Ich will nicht erbärmlich sein, ich will cool sein!!
1337	When I grow up, I want to be a king.	139	Wenn ich groß bin, will ich ein König sein.
1338	America is a lovely place to be, if you are here to earn money.	140	Es ist wundervoll in Amerika zu sein, wenn man hier ist, um Geld zu verdienen.
1339	I'm so fat.	141	Ich bin so dick.
1339	I'm so fat.	624282	Ich bin so fett.
1340	So what?	142	Na und?
1341	I'm gonna shoot him.	143	Ich werde ihn erschießen.
1342	I'm not a real fish, I'm just a mere plushy.	144	Ich bin kein echter Fisch, ich bin nur ein einfaches Plüschtier.
1343	I'm just saying!	145	Ich sag's ja nur!
1344	That was probably what influenced their decision.	146	Wahrscheinlich war es das, was ihre Entscheidung beeinflusst hat.
1345	I've always wondered what it'd be like to have siblings.	147	Ich habe mich immer gefragt, wie es wäre, Geschwister zu haben.
1346	This is what I would have said.	148	Das hätte ich gesagt.
1347	It would take forever for me to explain everything.	149	Es würde ewig dauern, alles zu erklären.
1347	It would take forever for me to explain everything.	712291	Um alles zu erklären würde ich ewig brauchen.
1349	Sometimes I can't help showing emotions.	151	Manchmal kann ich es nicht vermeiden, Gefühle zu zeigen.
1350	It's a word I'd like to find a substitute for.	152	Es ist ein Wort, für das ich gerne einen Ersatz finden würde.
1351	It would be something I'd have to program.	153	Das wäre etwas, das ich programmieren sollte.
1352	I don't intend to be selfish.	154	Ich beabsichtige nicht, selbstsüchtig zu sein.
1353	Let's consider the worst that could happen.	155	Lass uns über das Schlimmste, das passieren könnte, nachdenken.
1354	How many close friends do you have?	156	Wie viele enge Freunde hast du?
1354	How many close friends do you have?	990249	Wie viele enge Freunde haben Sie?
1355	I may be antisocial, but it doesn't mean I don't talk to people.	157	Ich bin vielleicht asozial, aber das heißt nicht, dass ich nicht mit Leuten rede.
1356	This is always the way it has been.	158	Das ist immer so gewesen.
1357	I think it is best not to be impolite.	159	Ich denke, es ist am besten, nicht unhöflich zu sein.
1358	One can always find time.	160	Man kann immer Zeit finden.
1359	I'd be unhappy, but I wouldn't kill myself.	161	Ich wäre unglücklich, aber ich würde keinen Selbstmord begehen.
1360	Back in high school, I got up at 6 a.m. every morning.	162	Damals im Gymnasium bin ich jeden Morgen um 6 Uhr aufgestanden.
1361	When I woke up, I was sad.	163	Als ich aufgewacht bin, war ich traurig.
1361	When I woke up, I was sad.	2293317	Als ich aufwachte, war ich traurig.
1362	That is somewhat explained at the end.	164	Das ist am Ende einigermaßen erklärt.
1363	I thought you liked to learn new things.	165	Ich dachte, du würdest gerne neue Sachen lernen.
1364	Most people write about their daily life.	166	Die meisten Menschen schreiben über ihr Alltagsleben.
1365	If I could send you a marshmallow, Trang, I would.	167	Wenn ich dir ein Marshmallow schicken könnte, Trang, würde ich es tun.
1365	If I could send you a marshmallow, Trang, I would.	2122473	Wenn ich dir ein Stück Mäusespeck schicken könnte, Trang, so würde ich es tun!
1366	In order to do that, you have to take risks.	168	Um das zu tun, musst du Risiken eingehen.
1367	Every person who is alone is alone because they are afraid of others.	169	Jeder Mensch, der allein ist, ist allein, weil er Angst vor den anderen hat.
1368	Why do you ask?	170	Warum fragst du?
1369	I am not an artist. I never had the knack for it.	171	Ich bin kein Künstler. Ich hatte niemals das Zeug dazu.
1370	I can't tell her now. It's not that simple anymore.	172	Ich kann es ihr jetzt nicht sagen. Das ist nicht mehr so einfach.
1371	I am a flawed person, but these are flaws that can easily be fixed.	173	Ich bin ein Mensch, der viele Fehler hat, aber diese Fehler können leicht korrigiert werden.
1372	Whenever I find something I like, it's too expensive.	174	Immer, wenn ich etwas finde, das mir gefällt, ist es zu teuer.
1372	Whenever I find something I like, it's too expensive.	612798	Wenn ich mal was finde, was mir gefällt, ist es immer zu teuer.
1373	How long did you stay?	175	Wie lange bist du geblieben?
1374	Maybe it will be exactly the same for him.	176	Vielleicht wird es für ihn genauso sein.
1375	Innocence is a beautiful thing.	177	Unschuld ist eine schöne Sache.
1376	Humans were never meant to live forever.	178	Die Menschen waren nie dazu gedacht, ewig zu leben.
1377	I don't want to lose my ideas, even though some of them are a bit extreme.	179	Ich will meine Ideen nicht verlieren, selbst wenn einige von ihnen ein bisschen extrem sind.
1378	I think I have a theory about that.	180	Ich denke, ich habe dazu eine Theorie.
1379	That is intriguing.	181	Das macht neugierig.
1380	You are saying you intentionally hide your good looks?	182	Meinst du gerade, dass du absichtlich deine Schönheit versteckst?
1380	You are saying you intentionally hide your good looks?	1768760	Willst du damit sagen, dass du dein gutes Aussehen mit Absicht verbirgst?
1381	I do not have an account in these forums.	183	Ich habe kein Konto in diesen Foren.
1382	If anyone was to ask what the point of the story is, I really don't know.	184	Wenn jemand fragen sollte, was die Pointe der Geschichte sei, ich wüsste es wirklich nicht.
1382	If anyone was to ask what the point of the story is, I really don't know.	891389	Wenn jemand fragen sollte, was die Pointe der Geschichte ist, ich weiß es wirklich nicht.
1383	I didn't know where it came from.	185	Ich wusste nicht, woher es kam.
1384	I think my living with you has influenced your way of living.	186	Ich denke, dass mein Zusammenleben mit dir deine Lebensweise beeinflusst hat.
1385	This is not important.	187	Dies ist nicht wichtig.
1385	This is not important.	1157	Das ist nicht wichtig.
1386	I didn't like it.	1341274	Mir hat es nicht gefallen.
1386	I didn't like it.	1341275	Ich mochte es nicht.
1387	She's asking how that's possible.	189	Sie fragt, wie das möglich ist.
1388	You're just running away from life's problems.	190	Du läufst einfach vor den Problemen des Lebens davon.
1389	If you look at the lyrics, they don't really mean much.	191	Wenn du den Liedtext anschaust, bedeutet er nicht wirklich viel.
1390	There's a problem there that you don't see.	192	Es gibt da ein Problem, das du nicht siehst.
1391	You can do it.	193	Du kannst das machen!
1391	You can do it.	361817	Du kannst es schaffen.
1392	My physics teacher doesn't care if I skip classes.	194	Meinem Physiklehrer ist es egal, wenn ich den Unterricht schwänze.
1393	I wish I could go to Japan.	195	Ich wünschte, ich könnte nach Japan gehen.
1393	I wish I could go to Japan.	955890	Ich würde gern nach Japan fliegen.
1394	I hate it when there are a lot of people.	196	Ich hasse es, wenn viele Leute da sind.
1395	I have to go to bed.	197	Ich muss ins Bett gehen.
1395	I have to go to bed.	908283	Ich muss zu Bett gehen.
1397	I won't ask you anything else today.	199	Ich werde dich heute nichts mehr fragen.
1398	It may freeze next week.	200	Nächste Woche wird es vielleicht Frost geben.
1398	It may freeze next week.	2755551	Nächste Woche gibt es vielleicht Frost.
1399	Even though he apologized, I'm still furious.	201	Obwohl er sich entschuldigt hat, bin ich immer noch wütend.
1400	The police will get you to find the bullets.	202	Die Polizei wird euch dazu bringen, die Kugeln zu finden.
1401	Thanks for having explained to me at last why people take me for an idiot.	203	Danke, dass Sie mir letzten Endes erklärt haben, warum die Leute mich für einen Idioten halten.
1402	That wasn't my intention.	204	Das war nicht meine Absicht.
1403	Thanks for your explanation.	205	Danke für Ihre Erklärung.
1404	Theoretically, I'm doing math.	206	Theoretisch mache ich gerade Mathe.
1406	If you didn't know me that way then you simply didn't know me.	208	Wenn du mich nicht so gekannt hast, dann hast du mich einfach gar nicht gekannt.
1407	It almost scared me not to see you online for a whole day.	209	Es hat mir fast Angst gemacht, dich einen ganzen Tag nicht online zu sehen.
1408	I don't know what you mean.	210	Ich weiß nicht, was du meinst.
1409	My computer has got to be useful for something.	211	Mein Computer muss mir zu etwas nützen.
1409	My computer has got to be useful for something.	1620591	Mein Rechner muss doch zu etwas nütze sein.
1410	You wanted to tell me about freedom?	212	Du wolltest mit mir über Freiheit sprechen?
1411	Uh, now it's really weird...	213	Oh, jetzt ist es wirklich verwirrend...
1412	If I wanted to scare you, I would tell you what I dreamt about a few weeks ago.	214	Wenn ich dich erschrecken wollte, würde ich dir erzählen, was ich vor ein paar Wochen geträumt habe.
1413	One can't expect everything from schools.	215	Man kann nicht alles von den Schulen erwarten.
1414	There are many words that I don't understand.	216	Es gibt viele Wörter, die ich nicht verstehe.
1415	I don't like it when mathematicians who know much more than I do can't express themselves explicitly.	217	Ich mag es nicht, wenn Mathematiker, die viel mehr als ich wissen, sich nicht genau ausdrücken können.
1416	You're really not stupid.	2176649	Du bist wirklich nicht dumm.
1416	You're really not stupid.	2176650	Ihr seid wirklich nicht blöd.
1416	You're really not stupid.	2637137	Du bist eigentlich nicht dumm.
1417	I need to ask you a silly question.	219	Ich muss dir eine dumme Frage stellen.
1418	I don't know how to demonstrate it, since it's too obvious!	220	Ich weiß nicht, wie ich es beweisen soll, so selbstverständlich wie es ist!
1419	I wouldn't have thought I would someday look up "Viagra" in Wikipedia.	221	Ich hätte nicht gedacht, dass ich eines Tages bei Wikipedia "Viagra" nachschauen würde.
1420	Can it be phrased in another way?	222	Kann man das anders ausdrücken?
1421	No one will know.	223	Niemand wird's erfahren.
1422	I found a solution, but I found it so fast that it can't be the right solution.	224	Ich habe eine Lösung gefunden, aber ich habe sie so schnell gefunden, dass es nicht die richtige Lösung sein kann.
1423	It seems interesting to me.	225	Das scheint mir interessant!
1424	Except that here, it's not so simple.	226	Nur, dass es hier nicht so einfach ist.
1425	I like candlelight.	227	Ich mag gerne Kerzenlicht.
1425	I like candlelight.	1836897	Ich mag Kerzenlicht.
1426	What did you answer?	228	Was hast du geantwortet?
1427	No, he's not my new boyfriend.	229	Nein, er ist nicht mein neuer Freund.
1428	It's too bad that I don't need to lose weight.	230	Es ist schade, dass ich nicht abnehmen muss.
1429	You never have class or what?!	231	Hast du nie Unterricht oder was?!
1430	I will play Sudoku then instead of continuing to bother you.	232	Ich werde also Sudoku spielen, anstatt dich weiter zu stören.
1431	Where is the problem?	233	Wo ist das Problem?
1432	I can only wait.	341373	Ich kann nur warten.
1433	It's not much of a surprise, is it?	235	Das ist keine große Überraschung, oder?
1434	I love you.	360916	Ich liebe Sie.
1434	I love you.	376087	Ich liebe dich!
1434	I love you.	376096	Ich liebe euch.
1434	I love you.	2075858	Ich liebe dich.
1434	I love you.	2435852	Ich hab dich lieb!
1435	I don't like you anymore.	237	Ich mag dich nicht mehr.
1436	I am curious.	238	Ich bin neugierig.
1437	Congratulations!	239	Herzlichen Glückwunsch.
1438	I don't want to wait that long.	240	Ich will nicht so lange warten.
1438	I don't want to wait that long.	2220528	Ich möchte nicht so lange warten.
1438	I don't want to wait that long.	3034032	So lange möchte ich nicht warten.
1439	Why don't you come visit us?	241	Warum kommst du uns nicht besuchen?
1440	But the possibility seems unlikely.	242	Aber die Möglichkeit scheint unwahrscheinlich.
1442	I shouldn't have logged off.	244	Es war eine schlechte Idee, sich abzumelden.
1442	I shouldn't have logged off.	1512955	Ich hätte mich nicht abmelden sollen.
1442	I shouldn't have logged off.	1729550	Ich hätte mich nicht ausklinken sollen.
1443	I don't know what to do anymore.	245	Ich weiß nicht mehr, was ich tun soll.
1444	It is inevitable that I go to France someday, I just don't know when.	246	Es ist unvermeidbar, dass ich eines Tages nach Frankreich gehe, ich weiß nur nicht, wann.
1445	I hate chemistry.	247	Ich hasse Chemie.
1446	I didn't want this to happen.	248	Ich wollte nicht, dass das passiert.
1447	You can probably guess what happens though.	249	Du kannst vermutlich erahnen, was indessen passiert.
1448	Next thing you know, you'll be in the papers.	250	Bevor du dich versiehst, wirst du in der Zeitung sein.
1449	What other options do I have?	251	Was für andere Optionen habe ich?
1450	I am not much of a traveller.	252	Ich habe nicht viel von einem Reisenden.
1451	I have nothing better to do.	253	Ich habe nichts Besseres zu tun.
1452	I can't explain it either.	254	Ich kann es auch nicht erklären.
1453	Everyone has strengths and weaknesses.	398902	Jeder hat seine Stärken und Schwächen.
1454	Seriously though, episode 21 made me almost cry while laughing.	256	Aber im Ernst, die Episode 21 hat mich fast vor Lachen weinen lassen.
1455	It only shows you're not a robot.	257	Es zeigt nur, dass du kein Roboter bist.
1456	How could I be a robot? Robots don't dream.	258	Wie könnte ich ein Roboter sein? Roboter träumen nicht.
1458	It's not something anyone can do.	260	Das ist nichts, was jeder Beliebige tun kann.
1459	I don't know if I still have it.	261	Ich weiß nicht, ob ich es noch habe.
1460	What do you think I've been doing?	262	Was denkst du, was ich gerade gemacht habe?
1461	Don't underestimate my power.	263	Unterschätze nicht meine Macht!
1462	My mom doesn't speak English very well.	264	Meine Mutter spricht nicht sehr gut Englisch.
1463	I don't speak French well enough!	265	Ich spreche nicht gut genug Französisch!
1464	I was wondering if you were going to show up today.	266	Ich fragte mich, ob du heute kommen würdest.
1465	Therein lies the problem.	267	Dort liegt das Problem.
1466	How do you find food in outer space?	268	Wie findest du Nahrung im Weltraum?
1466	How do you find food in outer space?	641987	Wie findet man Nahrung im Weltraum?
1467	All you can do is trust one another.	2604545	Euch bleibt nichts anderes übrig, als einander zu vertrauen.
1468	Everyone wants to meet you. You're famous!	270	Alle wollen dich kennenlernen. Du bist berühmt!
1469	Why are you sorry for something you haven't done?	271	Wieso tut dir etwas leid, das du nicht gemacht hast?
1470	I utterly despise formal writing!	272	Ich verabscheue förmliches Schreiben zutiefst!
1471	Foreign people intrigue me.	273	Ausländer machen mich neugierig.
1472	Whatever I do, she says I can do better.	274	Was auch immer ich tue, sie sagt, ich kann es besser.
1473	What keeps you up so late?	275	Warum bist du um diese Uhrzeit noch wach?
1474	You'd be surprised what you can learn in a week.	276	Du wärst überrascht, was man in einer Woche lernen kann.
1475	I don't have anyone who'd travel with me.	277	Ich habe niemanden, der mit mir reisen würde.
1476	You're not fast enough.	278	Du bist nicht schnell genug.
1476	You're not fast enough.	615322	Sie sind nicht schnell genug.
1476	You're not fast enough.	615324	Ihr seid nicht schnell genug.
1477	Life is hard, but I am harder.	279	Das Leben ist hart, aber ich bin härter.
1478	Bearing can be unbearable.	280	Ertragen kann unerträglich sein.
1479	Stop it! You're making her feel uncomfortable!	281	Hör auf! Sie fühlt sich dadurch unbehaglich!
1480	Nothing is beautiful but the truth.	282	Nur die Wahrheit ist schön.
1481	Tomorrow, he will land on the moon.	283	Morgen wird er auf dem Mond landen.
1482	I don't speak Japanese.	284	Ich spreche kein Japanisch.
1482	I don't speak Japanese.	793087	Ich spreche nicht Japanisch.
1483	This is a pun.	285	Das ist ein Wortspiel.
1484	Nobody understands me.	286	Niemand versteht mich.
1485	I learned to live without her.	287	Ich habe gelernt, ohne sie zu leben.
1486	It's useless to keep on thinking any more.	288	Das bringt nichts mehr, weiter nachzudenken.
1487	I have too many things on my mind these days.	289	Mir gehen in diesen Tagen zu viele Dinge durch den Kopf.
1489	Do you really need to ask the question to know the answer?	291	Musst du wirklich die Frage stellen, um die Antwort zu erfahren?
1490	You can't expect me to always think of everything!	292	Du kannst nicht von mir erwarten, dass ich immer an alles denke!
1491	I suppose that behind each thing we have to do, there's something we want to do...	293	Ich vermute, dass es hinter jeder Sache, die wir tun müssen, etwas gibt, das wir tun wollen...
1492	You really don't have the right priorities!	294	Du hast wirklich nicht die richtigen Prioritäten!
1493	Don't expect others to think for you!	295	Man darf nicht darauf warten, dass die anderen für einen denken!
1494	You never have time for important things!	296	Du hast nie Zeit für die wichtigen Dinge!
1495	It's no use pretending to make me believe that I believe things you don't believe!	297	Es ist die Mühe nicht wert, so zu tun, als würdest du mich dazu bringen zu glauben, dass ich Dinge glaube, die du nicht glaubst.
1496	It would take me too much time to explain to you why it's not going to work.	298	Das würde zu lange dauern, dir zu erklären, warum das nicht funktionieren wird.
1497	I'm so dumb... I'm trying to explain things to you that I don't understand myself.	299	Ich bin so blöd... ich versuche, dir Dinge zu erklären, die ich selbst nicht verstehe.
1498	Stop seeing me as a "normal" person!	300	Hör auf, mich als einen "normalen" Menschen anzusehen!
1499	Are you referring to me?	2456725	Beziehst du dich auf mich?
1500	There will always be things I will never learn, I don't have eternity before me!	302	Es gibt immer Dinge, die ich nie lernen werde, ich habe nicht ewig Zeit.
1501	It can't be!	303	Das ist nicht möglich!
1501	It can't be!	919053	Das kann nicht sein!
1502	I wish I could care more about my grades but it seems that, at a certain point of my life, I decided they wouldn't be so important anymore.	304	Ich wünschte, ich könnte mir mehr aus Noten machen, aber scheinbar habe ich an einem gewissen Punkt in meinem Leben entschieden, dass es nicht mehr so wichtig sei.
1503	"A rolling stone gathers no moss" is a proverb.	305	„Wer rastet, der rostet“ ist ein Sprichwort.
1504	Would you like something to drink?	306	Willst du etwas zum Trinken?
1504	Would you like something to drink?	370155	Möchtest du etwas zu trinken?
1505	"Who is it?" "It's your mother."	307	"Wer ist es?" "Es ist deine Mutter."
1506	"When will you be back?" "It all depends on the weather."	308	„Wann wirst du zurückkommen?“ – „Das hängt ganz vom Wetter ab.“
1507	"What's the matter?" asked the little white rabbit.	309	„Was ist los?“ fragte das kleine weiße Kaninchen.
1508	"What's going on in the cave? I'm curious." "I have no idea."	310	„Was passiert in der Höhle? Ich bin neugierig.“ – „Ich habe keine Ahnung.“
1509	We must learn to live together as brothers, or we will perish together as fools.	312	Wir müssen lernen, als Brüder zusammen zu leben, oder wir werden als Narren zusammen untergehen.
1510	Uh... How's that working?	313	Öh, wie funktioniert das?
1511	"To tell you the truth, I am scared of heights." "You are a coward!"	314	"Um die Wahrheit zu sagen, ich habe Höhenangst." "Du bist ein Angsthase!"
1512	"Trust me," he said.	315	"Vertraue mir", sagte er.
1514	"This looks pretty interesting," Hiroshi says.	317	„Das sieht ziemlich interessant aus“, sagt Hiroshi.
1515	Their communication may be much more complex than we thought.	318	Ihre Kommunikation ist vielleicht viel komplexer als wir dachten.
1516	"The phone is ringing." "I'll get it."	319	"Das Telefon klingelt." "Ich geh' dran."
1517	"That's very nice of you," Willie answered.	320	"Das ist sehr nett von Ihnen", antwortete Willie.
1518	"Thank you for helping me." "Don't mention it."	321	„Danke für die Hilfe.“ – „Keine Ursache.“
1519	Someday I'll run like the wind.	322	Irgendwann werde ich wie der Wind rennen.
1520	"She likes music." "So do I."	323	"Sie mag Musik." "Ich auch."
1521	Please don't cry.	412957	Bitte weine nicht.
1522	Let me know if there is anything I can do.	325	Lass es mich wissen, wenn es irgendetwas gibt, was ich tun kann.
1523	It may be that the happiness awaiting us is not at all the sort of happiness we would want.	326	Möglicherweise ist das Glück, das uns dort erwartet, überhaupt nicht die Art Glück, die wir uns wünschen würden.
1524	It is up to you to decide whether we will go there or not.	327	Du entscheidest, ob wir dahin gehen oder nicht.
1525	Class doesn't begin until eight-thirty.	2456727	Der Unterricht fängt erst um halb neun an.
1526	I want a boat that will take me far away from here.	329	Ich wünsche mir ein Boot, das mich weit weg von hier bringt.
1527	"I feel like playing cards." "So do I."	330	„Ich habe Lust, Karten zu spielen.“ – „Ich auch.“
1528	"Haven't we met somewhere before?" asked the student.	331	"Sind wir uns nicht schon einmal begegnet?", fragte der Student.
1529	A Japanese would never do such a thing.	332	Ein Japaner würde so etwas nie tun.
1530	Allen is a poet.	423259	Allen ist ein Dichter.
1531	The archer killed the deer.	334	Der Bogenschütze tötete den Hirsch.
1532	Communism will never be reached in my lifetime.	335	Der Kommunismus wird nie erreicht werden, solange ich lebe.
1533	Rye was called the grain of poverty.	336	Der Roggen wurde Arme-Leute-Getreide genannt.
1534	In the 1950's, the Finns were cited as having one of the least healthy diets in the world.	337	In den 1950ern sagte man den Finnen nach, eine der ungesündesten Ernährungsweisen der Welt zu haben.
1535	If you see a mistake, then please correct it.	338	Wenn du einen Fehler siehst, dann korrigiere ihn bitte.
1535	If you see a mistake, then please correct it.	989102	Wenn Sie einen Fehler sehen, dann korrigieren Sie ihn bitte.
1535	If you see a mistake, then please correct it.	2744031	Wenn ihr einen Fehler seht, dann korrigiert ihn bitte.
1536	Place the deck of cards on the oaken table.	339	Lege das Kartenspiel auf den Eichentisch.
1537	The Germans are very crafty.	340	Die Deutschen sind sehr listig.
1538	If you don't eat, you die.	341	Wenn man nicht isst, stirbt man.
1539	How do you spell "pretty"?	342	Wie schreibt man "pretty"?
1540	Why don't we go home?	343	Wieso gehen wir nicht heim?
1541	I'm sorry, I can't stay long.	344	Es tut mir leid, ich kann nicht lange bleiben.
1541	I'm sorry, I can't stay long.	2131679	Entschuldigen Sie! Ich kann nicht lange bleiben.
1542	Ten years is a long time to wait.	345	10 Jahre sind eine lange Zeit zum Warten.
1543	"Why aren't you going?" "Because I don't want to."	346	„Wieso gehst du nicht?“ – „Weil ich nicht will.“
1544	One million people lost their lives in the war.	347	Eine Million Menschen haben im Krieg ihr Leben verloren.
1547	It is not rare at all to live over ninety years.	350	Es ist überhaupt nicht selten, länger als neunzig Jahre zu leben.
1549	First, I'm going to do an outline of my new website.	352	Zuerst werde ich ein Schema meiner neuen Website machen.
1550	Democracy is the worst form of government, except all the others that have been tried.	354	Demokratie ist die schlechteste Regierungsform, abgesehen von allen anderen, die ausprobiert wurden.
1551	When you're beginning to look like the photo in your passport, you should go on a holiday.	355	Wenn man beginnt, seinem Passfoto ähnlich zu sehen, sollte man in den Urlaub fahren.
1552	It wasn't me, commissioner!	356	Ich war's nicht, Kommissar!
1553	Oh, my white pants! And they were new.	357	Oh, meine weiße Hose! Sie war neu.
1554	With so many people around he naturally became a bit nervous.	358	Bei so vielen Leuten wurde er natürlich etwas nervös.
1555	When I left the train station, I saw a man.	359	Beim Verlassen des Bahnhofs sah ich einen Mann.
1557	You're an angel!	361	Du bist ein Engel!
1559	Well, the night is quite long, isn't it?	363	Nun gut, die Nacht ist sehr lang, oder?
1560	You're lucky because he didn't bite you.	364	Du hast Glück gehabt, dass er dich nicht gebissen hat.
1561	Did you miss me?	365	Hast du mich vermisst?
1563	Are they all the same?	367	Sind sie alle gleich?
1564	Thank you very much!	368	Vielen Dank!
1564	Thank you very much!	387797	Herzlichen Dank!
1564	Thank you very much!	1391485	Danke schön.
1565	Where are the eggs, please?	369	Wo sind bitte die Eier?
1566	I'll take him.	370	Ich nehme ihn.
1567	It's a surprise.	371	Das ist eine Überraschung.
1567	It's a surprise.	1765971	Es ist eine Überraschung.
1568	That's a good idea!	372	Das ist eine gute Idee!
1569	Round trip? Only one-way.	373	Hin- und Rückfahrt? Nur Hinfahrt.
1570	It's a pity when somebody dies.	374	Es ist schade, wenn jemand stirbt.
1571	They were left speechless.	375	Der Mund blieb ihnen offen stehen.
1572	Damn! It's not bad!	376	Donnerwetter! Das ist nicht schlecht!
1573	Pull into shape after washing.	377	Nach der Wäsche in Form bringen.
1574	Wash before first wearing.	378	Vor dem Tragen waschen.
1575	Don't open before the train stops.	379	Nicht öffnen, bevor der Zug hält.
1577	Those who live in glass houses should not throw stones.	381	Wer im Glashaus sitzt, sollte nicht mit Steinen werfen.
1578	They say love is blind.	382	Man sagt, Liebe mache blind.
